player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Martin Erlić,Croatia,Croatia,DF,28-151,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateo Kovačić,Croatia,Croatia,MF,32-049,1994,Manchester City,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.73,2.73,0.0,0.0,33.0,36.7,,0,1,33.0,0,0.0,0.0,1.0,-1.0,-2.73,-1.15,0.0,1.0,2.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nikola Moro,Croatia,Croatia,MF,28-104,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vlašić,Croatia,Croatia,"FW,MF",28-263,1997,Torino,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,14.4,,0,1,13.0,0,0.0,0.0,1.0,-1.0,-6.92,-5.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Petar Musa,Croatia,Croatia,FW,28-112,1998,FC Dallas,1,1,65.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.38,0.0,1.38,1.38,1.38,1.0,1.0,100.0,1.38,1.38,1.0,1.0,65.0,72.2,65.0,0,0,,0,0.0,2.0,3.0,-1.0,-1.38,2.22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Petar Sučić,Croatia,Croatia,FW,22-242,2003,Inter,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,0.0,2.0,4.0,-2.0,-2.0,,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Toni Fruk,Croatia,Croatia,"FW,MF",25-107,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ar'jany Martha,Curaçao,Curaçao,"DF,FW",22-293,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando Obispo,Curaçao,Curaçao,DF,27-111,1999,PSV,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,0.0,0.0,1.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Brandley Kuwas,Curaçao,Curaçao,"FW,MF",33-278,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deveron Fonville,Curaçao,Curaçao,DF,23-039,2003,NEC Nijmegen,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,91.7,83.0,1,0,,0,0.5,1.0,7.0,-6.0,-3.27,-3.27,0.0,1.0,3.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Eloy Room,Curaçao,Curaçao,GK,37-138,1989,Miami FC,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,7.0,3.5,26.0,19.0,73.1,0.0,1.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0
Gervane Kastaneer,Curaçao,Curaçao,"FW,MF",30-015,1996,,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,8.0,8.9,,0,2,8.0,0,0.5,0.0,1.0,-1.0,-5.63,-2.88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Godfried Roemeratoe,Curaçao,Curaçao,MF,26-309,1999,RKC Waalwijk,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,1.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jearl Margaritha,Curaçao,Curaçao,"FW,MF",26-075,2000,Beveren,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.0,,21.0,22.8,,0,2,21.0,0,0.5,0.0,3.0,-3.0,-6.59,-4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jeremy Antonisse,Curaçao,Curaçao,"FW,MF",24-087,2002,AE Kifisia,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,25.0,,0,1,45.0,1,0.0,0.0,4.0,-4.0,-8.0,-6.67,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Joshua Brenet,Curaçao,Curaçao,DF,32-096,1994,Kayserispor,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Juninho Bacuna,Curaçao,Curaçao,MF,28-321,1997,Volendam,2,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.2,0.55,0.0,0.0,82.0,91.1,82.0,1,0,,0,0.5,1.0,7.0,-6.0,-3.29,-3.29,0.0,3.0,3.0,0.0,1.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Juriën Gaari,Curaçao,Curaçao,DF,32-183,1993,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jürgen Locadia,Curaçao,Curaçao,FW,32-229,1993,Miami FC,2,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,73.0,81.1,73.0,0,0,,0,0.5,1.0,4.0,-3.0,-1.85,6.09,0.0,2.0,4.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kenji Gorré,Curaçao,Curaçao,"FW,MF",31-268,1994,,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,1.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kevin Felida,Curaçao,Curaçao,MF,26-225,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Bacuna,Curaçao,Curaçao,MF,34-307,1991,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,3.0,2.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Livano Comenencia,Curaçao,Curaçao,MF,22-141,2004,Zürich,2,2,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.52,0.0,0.52,0.52,0.52,5.0,2.0,40.0,2.6,1.04,0.2,0.5,87.0,96.1,87.0,1,0,,0,0.5,1.0,7.0,-6.0,-3.12,-3.12,0.0,3.0,1.0,0.0,1.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Riechedly Bazoer,Curaçao,Curaçao,DF,29-255,1996,Konyaspor,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,1.0,7.0,-6.0,-6.0,-6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Roshon van Eijma,Curaçao,Curaçao,DF,28-015,1998,RKC Waalwijk,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.3,,0,1,15.0,1,1.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sherel Floranus,Curaçao,Curaçao,DF,27-305,1998,Zwolle,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.5,1.0,7.0,-6.0,-3.0,,0.0,1.0,0.0,0.0,0.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Shurandy Sambo,Curaçao,Curaçao,DF,24-309,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sontje Hansen,Curaçao,Curaçao,FW,24-037,2002,Middlesbrough,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,0.0,0.0,45.0,25.0,45.0,0,0,,1,0.0,1.0,3.0,-2.0,-4.0,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tahith Chong,Curaçao,Curaçao,MF,26-202,1999,Sheffield United,2,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.0,0.0,,79.0,87.2,79.0,0,0,,0,0.5,1.0,6.0,-5.0,-2.87,1.05,0.0,2.0,11.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Trevor Doornbusch,Curaçao,Curaçao,GK,26-353,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Noslin,Curaçao,Curaçao,MF,23-286,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrick Bodak,Curaçao,Curaçao,GK,24-040,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hložek,Czechia,Czech Republic,FW,23-334,2002,Hoffenheim,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,2.9,0.97,0.0,0.0,47.0,51.7,66.0,0,1,27.0,0,0.5,1.0,2.0,-1.0,-0.97,-0.97,0.0,3.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexandr Sojka,Czechia,Czech Republic,"MF,DF",23-083,2003,Viktoria Plzeň,2,2,137.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.0,0.0,,0.0,0.0,,,69.0,76.1,69.0,0,0,,0,0.5,2.0,2.0,0.0,0.0,2.09,0.0,0.0,2.0,0.0,5.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
David Douděra,Czechia,Czech Republic,"DF,MF",28-024,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Jurásek,Czechia,Czech Republic,"DF,MF",25-321,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Zima,Czechia,Czech Republic,DF,25-228,2000,Slavia Prague,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,7.2,,0,1,13.0,1,1.0,0.0,1.0,-1.0,-6.92,-6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Višinský,Czechia,Czech Republic,"FW,MF",23-095,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Sochůrek,Czechia,Czech Republic,MF,18-017,2008,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kuchta,Czechia,Czech Republic,FW,29-167,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaroslav Zelený,Czechia,Czech Republic,MF,33-308,1992,Sparta Prague,2,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,63.0,70.0,90.0,1,1,36.0,0,0.5,1.0,3.0,-2.0,-1.43,-3.1,0.0,0.0,2.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jindřich Staněk,Czechia,Czech Republic,GK,30-058,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladislav Krejčí,Czechia,Czech Republic,DF,27-065,1999,Wolves,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,5.0,1.0,20.0,2.5,0.5,0.2,1.0,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,6.0,2.0,0.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Horníček,Czechia,Czech Republic,GK,23-346,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukáš Provod,Czechia,Czech Republic,FW,29-244,1996,Slavia Prague,2,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.03,0.0,0.0,,44.0,48.3,63.0,0,1,24.0,0,0.5,1.0,1.0,0.0,0.0,0.97,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Červ,Czechia,Czech Republic,MF,25-075,2001,Viktoria Plzeň,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.17,1.17,0.0,0.0,77.0,42.8,77.0,0,0,,1,1.0,1.0,0.0,1.0,1.17,2.92,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Matej Kovar,Czechia,Czech Republic,GK,26-038,2000,PSV,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,3.0,1.5,10.0,7.0,70.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Michal Sadílek,Czechia,Czech Republic,MF,27-024,1999,Slavia Prague,2,1,93.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.97,5.0,3.0,60.0,4.84,2.9,0.2,0.33,47.0,51.7,66.0,0,1,27.0,0,0.5,1.0,2.0,-1.0,-0.97,-0.97,0.0,0.0,1.0,0.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mojmír Chytil,Czechia,Czech Republic,FW,27-056,1999,Slavia Prague,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrik Schick,Czechia,Czech Republic,FW,30-151,1996,Leverkusen,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,77.0,85.0,77.0,1,0,,0,0.5,2.0,1.0,1.0,0.59,7.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pavel Šulc,Czechia,Czech Republic,FW,25-177,2000,Lyon,2,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,0.0,0.0,,50.0,55.0,63.0,0,1,36.0,0,0.5,1.0,1.0,0.0,0.0,1.11,0.0,2.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Hranáč,Czechia,Czech Republic,DF,26-146,2000,Hoffenheim,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Chorý,Czechia,Czech Republic,FW,31-149,1995,Slavia Prague,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,27.0,15.0,,0,1,27.0,1,0.0,0.0,2.0,-2.0,-6.67,-7.25,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Holeš,Czechia,Czech Republic,DF,33-085,1993,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Souček,Czechia,Czech Republic,MF,31-117,1995,West Ham,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.79,0.0,0.0,,57.0,63.3,90.0,1,1,24.0,0,0.5,1.0,3.0,-2.0,-1.58,-2.94,0.0,2.0,1.0,2.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Coufal,Czechia,Czech Republic,"MF,DF",33-306,1992,Hoffenheim,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,2.0,3.0,-1.0,-0.5,,0.0,3.0,1.0,1.0,12.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Darida,Czechia,Czech Republic,MF,35-320,1990,Hradec Králové,1,1,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,0.0,0.0,,54.0,30.0,54.0,0,0,,1,1.0,1.0,0.0,1.0,1.67,3.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Štěpán Chaloupek,Czechia,Czech Republic,DF,23-108,2003,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Alban Lafont,Côte d'Ivoire,Côte d'Ivoire,GK,27-152,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amad Diallo,Côte d'Ivoire,Côte d'Ivoire,FW,23-348,2002,Manchester Utd,2,1,109.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,3.0,2.0,66.7,2.48,1.65,0.33,0.5,55.0,60.6,74.0,0,1,35.0,0,1.5,2.0,1.0,1.0,0.83,2.09,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ange-Yoan Bonny,Côte d'Ivoire,Côte d'Ivoire,FW,22-242,2003,Inter,2,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.83,0.83,0.0,0.0,55.0,60.6,74.0,0,1,35.0,0,1.5,2.0,1.0,1.0,0.83,2.09,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bazoumana Touré,Côte d'Ivoire,Côte d'Ivoire,MF,20-114,2006,Hoffenheim,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,55.0,30.6,55.0,0,0,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christ Inao Oulaï,Côte d'Ivoire,Côte d'Ivoire,MF,20-079,2006,Trabzonspor,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,0.0,,52.0,57.8,90.0,1,1,14.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Christopher Opéri,Côte d'Ivoire,Côte d'Ivoire,"DF,MF",29-056,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elye Wahi,Côte d'Ivoire,Côte d'Ivoire,FW,23-173,2003,Nice,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,3.27,1.64,0.0,0.0,55.0,30.6,55.0,0,0,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Emmanuel Agbadou,Côte d'Ivoire,Côte d'Ivoire,DF,29-007,1997,Beşiktaş,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Evann Guessand,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24-358,2001,Crystal Palace,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,0.0,0.0,1.0,-1.0,-5.63,-6.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Franck Kessié,Côte d'Ivoire,Côte d'Ivoire,MF,29-187,1996,Al-Ahli,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,1.0,50.0,1.0,0.5,0.5,1.0,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,4.0,2.0,1.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ghislain Konan,Côte d'Ivoire,Côte d'Ivoire,DF,30-179,1995,Gil Vicente FC,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
