player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Jorge Sánchez,Mexico,Mexico,DF,28-196,1997,PAOK,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,3.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Julián Quiñones,Mexico,Mexico,"MF,FW",29-092,1997,Al-Qadsiah,2,2,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,6.0,3.0,50.0,3.35,1.68,0.17,0.33,81.0,89.4,81.0,0,0,,0,3.0,3.0,0.0,3.0,1.68,1.68,0.0,2.0,5.0,1.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Chávez,Mexico,Mexico,MF,30-160,1996,Dynamo Moskva,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,13.9,,0,1,25.0,1,3.0,1.0,0.0,1.0,3.6,2.44,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Romo,Mexico,Mexico,MF,31-019,1995,Guadalajara,1,1,70.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,1.0,1.0,100.0,1.29,1.29,1.0,1.0,70.0,38.9,70.0,0,0,,1,3.0,1.0,0.0,1.0,1.29,-0.35,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mateo Chávez,Mexico,Mexico,DF,22-043,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obed Vargas,Mexico,Mexico,MF,20-323,2005,Atlético Madrid,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,11.1,,0,1,20.0,1,3.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Orbelín Pineda,Mexico,Mexico,"FW,MF",30-092,1996,AEK Athens,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,11.1,,0,1,20.0,1,3.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Raúl Jiménez,Mexico,Mexico,FW,35-050,1991,Fulham,2,2,154.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,6.0,3.0,50.0,3.51,1.75,0.17,0.33,77.0,85.6,77.0,0,0,,0,3.0,3.0,0.0,3.0,1.75,1.75,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Raúl Rangel,Mexico,Mexico,GK,26-119,2000,Guadalajara,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
Roberto Alvarado,Mexico,Mexico,"MF,FW",27-290,1998,Guadalajara,2,2,169.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,1.0,0.0,0.0,0.53,0.0,0.0,,85.0,93.9,85.0,1,0,,0,3.0,3.0,0.0,3.0,1.6,1.6,0.0,2.0,2.0,1.0,6.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Santiago Giménez,Mexico,Mexico,FW,25-067,2001,Milan,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,6.1,,0,1,11.0,1,3.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Álvaro Fidalgo,Mexico,Mexico,MF,29-076,1997,Real Betis,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,36.1,65.0,0,0,,1,3.0,1.0,0.0,1.0,1.38,-0.18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Achraf Hakimi,Morocco,Morocco,DF,27-232,1998,PSG,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,3.0,8.0,0.0,9.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Ahmed Reda Tagnaouti,Morocco,Morocco,GK,30-080,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine Sbai,Morocco,Morocco,"FW,MF",25-231,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anass Salah-Eddine,Morocco,Morocco,DF,24-157,2002,PSV,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,6.1,,0,1,11.0,1,1.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayoub El Kaabi,Morocco,Morocco,"FW,MF",32-363,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoube Amaimouni,Morocco,Morocco,MF,21-206,2004,Frankfurt,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,10.0,5.0,0.0,0.0,9.0,10.0,,0,2,9.0,0,2.0,0.0,0.0,0.0,0.0,-0.56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayyoub Bouaddi,Morocco,Morocco,MF,18-265,2007,Lille,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Azzedine Ounahi,Morocco,Morocco,MF,26-066,2000,Girona,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,77.0,85.0,77.0,0,0,,0,2.0,2.0,1.0,1.0,0.59,0.59,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Bilal El Khannouss,Morocco,Morocco,MF,22-045,2004,Stuttgart,2,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.67,0.56,0.0,0.0,81.0,90.0,81.0,0,0,,0,2.0,2.0,1.0,1.0,0.56,0.56,0.0,2.0,2.0,0.0,3.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Brahim Díaz,Morocco,Morocco,MF,26-325,1999,Real Madrid,2,2,147.0,1.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,1.22,4.0,1.0,25.0,2.45,0.61,0.0,0.0,74.0,81.7,74.0,0,0,,0,2.0,2.0,1.0,1.0,0.61,0.61,0.0,1.0,5.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chadi Riad,Morocco,Morocco,DF,23-007,2003,Crystal Palace,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chemsdine Talbi,Morocco,Morocco,MF,21-046,2005,Sunderland,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.45,0.0,0.0,,17.0,18.3,,0,2,17.0,0,2.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gessime Yassine,Morocco,Morocco,MF,20-214,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Saibari,Morocco,Morocco,FW,25-147,2001,PSV,2,2,171.0,1.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,5.0,2.0,40.0,2.63,1.05,0.4,1.0,86.0,95.0,86.0,0,0,,0,2.0,2.0,1.0,1.0,0.53,0.53,0.0,2.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Issa Diop,Morocco,Morocco,DF,29-166,1997,Fulham,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marwane Saâdane,Morocco,Morocco,"DF,MF",34-158,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munir,Morocco,Morocco,GK,37-045,1989,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil El Aynaoui,Morocco,Morocco,MF,24-357,2001,Roma,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,6.0,3.0,0.0,0.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Noussair Mazraoui,Morocco,Morocco,DF,28-222,1997,Manchester Utd,2,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,85.0,93.9,85.0,1,0,,0,2.0,2.0,1.0,1.0,0.53,0.53,0.0,3.0,2.0,0.0,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Redouane Halhal,Morocco,Morocco,DF,23-111,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samir El Mourabet,Morocco,Morocco,MF,20-261,2005,Strasbourg,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,15.0,,0,2,14.0,0,2.0,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sofyan Amrabat,Morocco,Morocco,"DF,MF",29-307,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soufiane Rahimi,Morocco,Morocco,FW,30-022,1996,,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,5.0,,0,2,5.0,0,2.0,0.0,0.0,0.0,0.0,-0.53,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yassine Bounou,Morocco,Morocco,GK,35-080,1991,Al-Hilal,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,2.0,1.0,1.0,0.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,1.0,0.5,5.0,4.0,80.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
Youssef Belammari,Morocco,Morocco,DF,27-277,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakaria El Ouahdi,Morocco,Morocco,"DF,MF",24-175,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bart Verbruggen,Netherlands,Netherlands,GK,23-310,2002,Brighton,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,7.0,3.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,3.0,1.5,11.0,8.0,72.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brian Brobbey,Netherlands,Netherlands,FW,24-143,2002,Sunderland,2,1,77.0,0.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.34,0.0,2.34,2.34,2.34,2.0,2.0,100.0,2.34,2.34,1.0,1.0,39.0,42.8,71.0,0,1,6.0,0,2.0,4.0,2.0,2.0,2.34,0.59,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cody Gakpo,Netherlands,Netherlands,FW,27-048,1999,Liverpool,2,2,173.0,1.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.04,0.52,1.56,1.04,1.56,7.0,5.0,71.4,3.64,2.6,0.29,0.4,87.0,96.1,87.0,0,0,,0,2.0,7.0,2.0,5.0,2.6,15.46,0.0,1.0,2.0,2.0,7.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Crysencio Summerville,Netherlands,Netherlands,FW,24-237,2001,West Ham,2,1,114.0,1.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.58,0.79,2.37,1.58,2.37,2.0,2.0,100.0,1.58,1.58,1.0,1.0,57.0,63.3,69.0,0,1,45.0,0,2.0,5.0,2.0,3.0,2.37,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Denzel Dumfries,Netherlands,Netherlands,DF,30-067,1996,Inter,2,2,180.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,7.0,3.0,4.0,2.0,,0.0,2.0,1.0,0.0,7.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Donyell Malen,Netherlands,Netherlands,FW,27-166,1999,Roma,2,2,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.58,1.58,0.0,0.0,57.0,63.3,57.0,0,0,,0,2.0,4.0,1.0,3.0,2.37,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Frenkie de Jong,Netherlands,Netherlands,MF,29-043,1997,Barcelona,2,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,74.0,82.2,74.0,1,0,,0,2.0,6.0,3.0,3.0,1.82,-0.99,0.0,2.0,2.0,0.0,0.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Guus Til,Netherlands,Netherlands,"FW,MF",28-184,1997,PSV,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,17.8,,0,1,32.0,1,3.0,1.0,0.0,1.0,2.81,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jan Paul van Hecke,Netherlands,Netherlands,DF,26-016,2000,Brighton,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,7.0,3.0,4.0,2.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jorrel Hato,Netherlands,Netherlands,DF,20-109,2006,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Kluivert,Netherlands,Netherlands,"FW,MF",27-050,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutsharel Geertruida,Netherlands,Netherlands,DF,25-341,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Flekken,Netherlands,Netherlands,GK,33-011,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marten de Roon,Netherlands,Netherlands,"DF,MF",35-087,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mats Wieffer,Netherlands,Netherlands,"DF,MF",26-220,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,Netherlands,Netherlands,"FW,MF",32-131,1994,Corinthians,2,0,40.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,2.25,0.0,2.25,0.0,0.0,,0.0,0.0,,,20.0,22.2,,0,2,20.0,0,2.0,1.0,1.0,0.0,0.0,-2.57,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Micky van de Ven,Netherlands,Netherlands,DF,25-066,2001,Tottenham,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,7.0,3.0,4.0,2.0,,0.0,3.0,1.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Nathan Aké,Netherlands,Netherlands,"DF,MF",31-126,1995,Manchester City,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,5.6,,0,1,10.0,1,1.0,0.0,1.0,-1.0,-9.0,-11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noa Lang,Netherlands,Netherlands,"FW,MF",27-007,1999,Galatasaray,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-2.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Quinten Timber,Netherlands,Netherlands,MF,25-007,2001,Marseille,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,11.1,,0,1,20.0,0,1.0,0.0,1.0,-1.0,-4.5,-7.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Roefs,Netherlands,Netherlands,GK,23-158,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gravenberch,Netherlands,Netherlands,MF,24-039,2002,Liverpool,2,2,170.0,1.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.06,0.0,1.06,1.0,0.0,0.0,0.53,0.0,0.0,,85.0,94.4,85.0,1,0,,0,2.0,7.0,2.0,5.0,2.65,11.65,0.0,2.0,1.0,0.0,3.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Teun Koopmeiners,Netherlands,Netherlands,"DF,MF",28-116,1998,Juventus,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4,0.0,0.0,,27.0,29.4,,0,2,27.0,0,2.0,1.0,1.0,0.0,0.0,-2.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tijjani Reijnders,Netherlands,Netherlands,MF,27-330,1998,Manchester City,2,2,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,,64.0,71.1,64.0,0,0,,0,2.0,6.0,2.0,4.0,2.81,2.81,0.0,0.0,2.0,1.0,8.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Virgil van Dijk,Netherlands,Netherlands,DF,34-351,1991,Liverpool,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,100.0,0.5,0.5,1.0,1.0,90.0,100.0,90.0,2,0,,0,2.0,7.0,3.0,4.0,2.0,,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Wout Weghorst,Netherlands,Netherlands,FW,33-321,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Paulsen,New Zealand,New Zealand,GK,23-355,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Rufer,New Zealand,New Zealand,MF,30-012,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Old,New Zealand,New Zealand,MF,23-315,2002,Saint-Étienne,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,24.0,26.7,,0,2,24.0,0,0.5,0.0,2.0,-2.0,-3.75,-3.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ben Waine,New Zealand,New Zealand,FW,25-013,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callan Elliot,New Zealand,New Zealand,DF,26-352,1999,Auckland FC,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,7.2,,0,1,13.0,1,1.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Callum McCowatt,New Zealand,New Zealand,MF,27-055,1999,Silkeborg,2,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,2.73,2.05,0.0,0.0,66.0,73.3,66.0,0,0,,0,0.5,3.0,3.0,0.0,0.0,3.75,0.0,2.0,1.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Chris Wood,New Zealand,New Zealand,FW,34-199,1991,Nottingham,2,2,180.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,40.0,2.5,1.0,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,3.0,5.0,-2.0,-1.0,,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elijah Just,New Zealand,New Zealand,MF,26-054,2000,Motherwell,2,2,174.0,1.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.03,0.0,1.03,1.03,1.03,4.0,3.0,75.0,2.07,1.55,0.5,0.67,87.0,96.7,87.0,1,0,,0,0.5,3.0,5.0,-2.0,-1.03,-1.03,0.0,2.0,2.0,0.0,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
